bunit,category,email,endDate,first,identity,identity_id,identity_tag,key,last,managedBy,nick,phone,phone2,prefix,priority,startDate,suffix,watchlist,work_city,work_country,work_lat,work_long,__mv_category,__mv_identity,__mv_identity_tag,__mv_key
americas,,smamone@acmetech.com,,Sebastian,"smamone@acmetech.com
smamone",78b8fc584e4fd2332f88eccde8bb95339dfa3876,americas,"smamone@acmetech.com
smamone",Mamone,,,+1 (800)555-6790,+1 (800)555-3276,,high,1062881580,,false,San Francisco,USA,37.78N,122.41W,,$smamone@acmetech.com$;$smamone$,,$smamone@acmetech.com$;$smamone$
americas,,htrapper@acmetech.com,3/2/1998 22:53,Hershel,"hax0r
htrapper@acmetech.com
htrapper",03ad688f8eb870d0bf7d2d01e681370edcbb0193,"watchlist
americas","hax0r
htrapper@acmetech.com
htrapper",Trapper,,,+1 (800)555-3039,+1 (800)555-3154,Mr.,critical,6/15/1993 20:07,,true,San Francisco,USA,37.78N,122.41W,,$hax0r$;$htrapper@acmetech.com$;$htrapper$,$watchlist$;$americas$,$hax0r$;$htrapper@acmetech.com$;$htrapper$
americas,,ecudan@acmetech.com,,Efrain,"ecudan@acmetech.com
ecudan",3cac80e75f229700bc0ee56d254f61d8f3765086,americas,"ecudan@acmetech.com
ecudan",Cudan,,,+1 (800)555-9049,+1 (800)555-3814,Dr.,,4/19/75 19:33,,false,San Francisco,USA,37.78N,122.41W,,$ecudan@acmetech.com$;$ecudan$,,$ecudan@acmetech.com$;$ecudan$
americas,,npernesky@acmetech.com,,Nathanael,"npernesky@acmetech.com
npernesky",852af37139416eec2a4f62cddb95e3d9317affc7,americas,"npernesky@acmetech.com
npernesky",Pernesky,,Nathan,+1 (800)555-1713,+1 (800)555-5253,,,501775740,,false,San Francisco,USA,37.78N,122.41W,,$npernesky@acmetech.com$;$npernesky$,,$npernesky@acmetech.com$;$npernesky$
americas,,lgehret@acmetech.com,8/2/1994 12:39,Long,"mud
lgehret@acmetech.com
lgehret",a4a9c28f7dfb3114eac348193480c5a035d2367c,americas,"mud
lgehret@acmetech.com
lgehret",Gehret,a.koski,,+1 (800)555-9642,+1 (800)555-2707,Mr.,low,10/8/1973 20:34,,false,San Francisco,USA,37.78N,122.41W,,$mud$;$lgehret@acmetech.com$;$lgehret$,,$mud$;$lgehret@acmetech.com$;$lgehret$
americas,"pip
contractor",rgalizia@acmetech.com,,Rocky,"rgalizia@acmetech.com
rgalizia",b0cc147dd5e49e5d3e0b7a2cdccc6639cd798aa7,"pip
contractor
watchlist
americas","rgalizia@acmetech.com
rgalizia",Galizia,,Drama,+1 (800)555-1104,+1 (800)555-1465,Dr.,medium,2/18/95 2:27,,true,San Francisco,USA,37.78N,122.41W,$pip$;$contractor$,$rgalizia@acmetech.com$;$rgalizia$,$pip$;$contractor$;$watchlist$;$americas$,$rgalizia@acmetech.com$;$rgalizia$
americas,,agasiewski@acmetech.com,,Anton,"agasiewski@acmetech.com
agasiewski",4e7a3fc1ef63d0d1705073b74b0e43da1e3656b2,americas,"agasiewski@acmetech.com
agasiewski",Gasiewski,,,+1 (800)555-3720,+1 (800)555-7601,,high,275433300,Jr.,false,San Francisco,USA,37.78N,122.41W,,$agasiewski@acmetech.com$;$agasiewski$,,$agasiewski@acmetech.com$;$agasiewski$
americas,,rfrie@acmetech.com,,Ralph,"rfrie@acmetech.com
rfrie",af20c7788208e1cfecf00454e813c4f05919fb11,americas,"rfrie@acmetech.com
rfrie",Frie,,,+1 (800)555-5147,+1 (800)555-1061,Mr.,critical,12/3/1970 10:14,Sr.,false,San Francisco,USA,37.78N,122.41W,,$rfrie@acmetech.com$;$rfrie$,,$rfrie@acmetech.com$;$rfrie$
americas,,cgoding@acmetech.com,9/22/01 8:29,Casey,"cgoding@acmetech.com
cgoding",081a7e1bce02eda1cef820ef5dde5a3b345f66f2,americas,"cgoding@acmetech.com
cgoding",Goding,,,+1 (800)555-9163,+1 (800)555-5838,Dr.,,8/18/70 6:31,III,false,San Francisco,USA,37.78N,122.41W,,$cgoding@acmetech.com$;$cgoding$,,$cgoding@acmetech.com$;$cgoding$
americas,,clejenne@acmetech.com,,Chadwick,"gamer
chaleje
clejenne@acmetech.com
clejenne",dd924eedbac1e69978fc2c06919fc40d6ce1b3d2,americas,"gamer
chaleje
clejenne@acmetech.com
clejenne",Lejenne,,Chad,+1 (800)555-6931,+1 (800)555-8217,,,1044715080,IV,false,San Francisco,USA,37.78N,122.41W,,$gamer$;$chaleje$;$clejenne@acmetech.com$;$clejenne$,,$gamer$;$chaleje$;$clejenne@acmetech.com$;$clejenne$
americas,officer,Bill_williams@acmecorp.com,,William,"Bill_williams@acmecorp.com
Bill_williams",70808a13a5735b303f7ce51cb938c6263d3f20ec,"officer
watchlist
americas","Bill_williams@acmecorp.com
Bill_williams",Williams,,Bill,+1 (800)555-1212,+1 (800)555-3814,Mr.,medium,3/8/2002 0:00,,true,San Jose,USA,37.3382N,121.8863W,,$Bill_williams@acmecorp.com$;$Bill_williams$,$officer$;$watchlist$;$americas$,$Bill_williams@acmecorp.com$;$Bill_williams$
americas,,dmsys@acmetech.com,7/20/83 1:03,Don,"dmsys
dmsys@acmetech.com",dae1036693b4aad4b76abdef991165fce29d72a0,americas,"dmsys
dmsys@acmetech.com",Meyers,,,+1 (800)555-5670,+1 (800)555-9400,Mr.,medium,10/2/75 10:55,,false,San Jose,USA,37.3382N,121.8863W,,$dmsys$;$dmsys@acmetech.com$,,$dmsys$;$dmsys@acmetech.com$
americas,contractor,capela@acmetech.com,,Chris,"capela
capela@acmetech.com",1c6e204d72391e67a1fe2aaf43749a1e6ddf0f98,"contractor
watchlist
americas","capela
capela@acmetech.com",Apela,,Chris,+1 (800)555-5670,+1 (800)555-1061,Mr,medium,607824000,,true,Stockholm,Sweden,59.3294N,18.0686E,,$capela$;$capela@acmetech.com$,$contractor$;$watchlist$;$americas$,$capela$;$capela@acmetech.com$
americas,sox,bzeier@acmetech.com,,Ben,"bzeier
bzeier@acmetech.com",1859ac58a8fa4771f24987ee0f6ba6e4b3063777,"sox
watchlist
americas","bzeier
bzeier@acmetech.com",Zeier,a.koski,Ben,+1 (800)555-5147,+1 (800)555-5838,Mr,high,6/22/1985  10:55,,true,San Jose,USA,37.3382N,121.8863W,,$bzeier$;$bzeier@acmetech.com$,$sox$;$watchlist$;$americas$,$bzeier$;$bzeier@acmetech.com$
americas,,joy_rence@bankofvulcan.com,9/22/15 8:29,Joy,"Joy
joy_rence@bankofvulcan.com
joy_rence",97d8d7ae4bf5768c52f2ada9ab6382697971aa31,americas,"Joy
joy_rence@bankofvulcan.com
joy_rence",Rence,joy_rence,Rence,+1 (800)555-6931,+1 (800)555-3814,Mr,low,2/8/03 14:38,,false,London,UK,51.507N,0.1275W,,$Joy$;$joy_rence@bankofvulcan.com$;$joy_rence$,,$Joy$;$joy_rence@bankofvulcan.com$;$joy_rence$
